date,hour,activity,workout,keywords,time,i0,i1,i2,i3,i4,i5,distance(km),climb(m),intensity,t-intensity,ahr,mhr,controls,spiked,rhr,sleep,weight(kg),injured,sick,restday,shoes,route,description,private note
2011-03-26,18,cross-country skiing,,,01:20:00,,,,01:20:00,,,20.0,,3.0,,,,,,,9.00,,,,,xc-ski - skating,,"Ladun kunnolle oli kovat odotukset, mutta jäistä ja liukasta oli. Eilinen jooga tuntui kintereissä ja horjuminen kävi hermoille. Jätin leikin kesken ja pelaan simua puol tuntia illalla.",
2011-03-27,,Note,,,,,,,,,,,,,,,,,,,7.00,,1,,,,,"Sellanen kuuden tunnin kävelyretki, mutta ei vauhti oli enemmän rasvaa muodostavaa kuin sitä polttavaa. Jalkaa alkoi kolottamaan vähän lenkin jälkeen.",
2011-03-28,,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,8.00,,,,,barefoot - avojaloin,,"Kesäaika eikä mitään jakoja aamujoogaan. Mut iltajoogaan oli. Ryhti paranee,tuli ehkä niskaa runnottua vähän liiaksi. Treenin jälkeen polttelee rangassa..",
2011-03-29,,Note,,,,,,,,,,,,,,,,,,,8.00,,,,,,,Kevyt alaraajahieronta. Sovittiin että pohjejumpalla alottais ja hierontaa siihen mukaan. Kopeloija kommentoi että tuntuu jumisilta reidet.,
2011-03-30,7,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,6.50,,,,,barefoot - avojaloin,,huh huh. Maanantain voimistelu painoi jäsenissä ja ehkä myös työnteko (siis istuminen). Aivan törkeän jäykkää ja tuskallista. Kevät keikkuen tulevi.,
2011-04-01,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Illasta Nuuksioon pienellä hiihtovaellukselle yön yli. Eipä tässä niin hiki tullut että harjoitukseksi voisi lukea.,
2011-04-02,,Note,,,,,,,,,,,,,,,,,,,2.00,,,,,,,"Karhut ja sudet ulvoi sen verran, että unet jäi nukkumatta. Paluumatkalla taas kevyttä hiihtelyä jonkun kilometrin, muttei mitään treenin arvoista. Yöretki oli silti jännittävä.",
2011-04-03,16,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Erinomainen harjoitus. Vaikkei tässä lajissa enkkojen yrittäminen oo tärkeintä, niin nyt nousi 76 kiloa matosta jo aika monessa asennossa. Ja pää hipoo polvia.",
2011-04-05,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Pitkää päivää. Ei oo ehtinyt kun heilutella kahvakuulaa ja ajaa agressiivisesti fillarilla päivittäisajoja.,
2011-04-06,9,Yoga,,,00:15:00,,,,00:15:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,Aurinkotervehdykset aamulenkin alle.,
2011-04-06,10,Running,,,00:20:00,,,,00:20:00,,,4.0,,3.0,,,,,,,,,,,,Brooks lenkkarit,,"Voimistelun päälle pikku lenkki. en tiedä, onko pohjejumppa auttanut, mutta ainakaan tällä lyhyellä nylkyllä ei tuntunut jalassa. Täytyy jatkaa jumppaa.",
2011-04-07,,Note,,,,,,,,,,,,,,,,,,,5.00,,,,,,,töistä ja yskää,
2011-04-08,,Running,,,00:25:00,,,,00:25:00,,,5.0,,3.0,,,,,,,5.00,,,,,,,"Kävin juoksemassa lenkin sulilla pyöräteillä ja vähän soralla. Ja kas kummaa, jalkaan ei enää sattunut. Täytyy nyt varovasti alottaa. Ehkä uudet lenkkarit pitäis hankkia. Tai no, tuskin se nyt niistä johtuu. Maastoon tekisi jo mieli!",
2011-04-09,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,8.00,,,,,barefoot - avojaloin,,Rankan työputken (6pvää = 80 tuntia) päätteeksi tuli jooga tarpeeseen. Yllättävän hyvin jaksoin vääntää vaikka etenkin alaselkä oli jo istumisesta jumahtamassa. Voimalla tuli vedettyä ja tdn huomenna on paikat aivan tulessa. Nukkua pitäisi vähän enemmän.,
2011-04-10,,cycling,,,03:35:00,,,,,03:35:00,,92.0,,4.0,,,,,,,7.00,,,,,Bike: Rossano-fixed gear42*16,,"Kestävyyspyörälykausi aloitettu. Aika raaka lenkki heti alkuun. Ei muuten, mutta sellaista 15ms puuskaa oli koillisesta johon lenkin eka 40 kilsaa suuntautu peltojen halki. Fiksillä kun ei voinut laittaa pienempää niin tuli painettua voimalla ja hitaalla frekvenssillä. Voimille se otti ja polvet hajotti. Nikkilässä vielä pistin kumet aivan täyteen, joka pahensi tärinää ja aristi polvia entisestään. No,nyt on molemmat  kipiänä, mutta näin se aina on ekan lenkin jälkeen. Hyvin jaksoin muuten painaa vaikka täsmäkestävyysharjoittelua on heikosti takana. Ja sain Sipoosta mukaani Raatojuoksuun unohtuneet Boldit. ",
2011-04-11,,Running,,,00:50:00,,,,00:50:00,,,10.0,,3.0,,,,,,,6.00,,1,,,Merrel gore,,"Ajattelin sitten kokeilla käydä juoksemassa kun polvet oli fillaroinnista niin kipeät ettei sitä voinut edes ajatella. Ekat 7 kilsaa meni mukavasti, mutta sitten iski taas laakista kipu tuohon vanhaan paikkaan. Paskana se on, käyn osteopaatilla nyt alkuun josko siellä olisi joku vinossa.",
2011-04-12,8,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,8.00,,,,,barefoot - avojaloin,,"Sitten oli joogan vuoro. Juoksusta kipeä jalka oli vaikea kävellä ja pyöräilystä kipeät polvet aristivat myös, mutta aika mukavasti kulki pyörä aamulla ja pääsin hyvässä lämmössä Annankadun salille. Noin kolme litraa hikeä vuoti ja aika hyvin löyty asennot. Vähän kestävyyskuntoilu tuntui kintereissä. Salilta kun kävelin fillarille niin juoksuvaiva kipuili kovasti. On se nyt hemmetti kun joogasta on tullut se laji, jossa sattuu vähiten...",
2011-04-14,7,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,Kankea aamujooga. Hyvä fiilis jälkeenpäin vaikka välillä itketti.,
2011-04-16,8,Yoga,,,01:00:00,,,,01:00:00,,,,,3.0,,,,,,,6.00,,,,,,,Laululeirillä aamujoogaa,
2011-04-16,17,Running,,,00:35:00,,,,00:35:00,,,6.0,,3.0,,,,,,,,,,,,Merrel gore,,Iltalenkki Hauholla. Puolet mettää puolet soraa. Jalka tuli hemmetin kipeksi.,
2011-04-17,,Yoga,,,01:05:00,,,,01:05:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Perusteelliset aamuvoimistelut ja laulua. Illalla intervalliharjoitteluun verrattavaa vaalivalvojaisten katsomista.,
2011-04-19,7,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,7.00,,,,,barefoot - avojaloin,,"Perusteellinen aamujooga. Kun ei kestä kunnon juoksua jalat, niin pitää ottaa kaikki irti treeneistä mitä tulee tehtyä. Olkoonkin ettei joogassa kannattais kauheesti revitellä. ",
2011-04-21,,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,"Osteopaatin puheilla ja näpeissä. ""Rasitusvamma ei parane rasittamalla, eikä juoksuperäinen vamma juoksemalla"". Kai se on uskottava. Nyt vähän breikkiä juoksukokeilusta ja muuta harjoittelua minkä ehtii.",
2011-04-22,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,7.00,,,,,barefoot - avojaloin,,"Pääsiäisintensiivin eka harjoitus. Piti säästellä, mutta ison porukan keskellä taisi tulla vedettyä liian voimalla. Ja vieraat opettajat väänsi ehkä liikaa solmuun. Lihaskivut iski jo iltapäivällä",
2011-04-23,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,4.50,,,,,barefoot - avojaloin,,"Räppikeikan ja lyhyiden yöunien jälkeen (vain teetä nautittu) pelotti mennä harjoitukseen. Vähän pidempi pyörälämmittely ja hiki alkoi roiskua jo a-aurinkotervehdyksissä. Yllättävän hyvin ne lihaskivut suli, vaikka aamulla ei tahtonut saada kenkiä jalkaan.",
2011-04-24,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,"Kolmas päivä otti voimille. Lihaskivut ei hirveet, mutta joka paikka tärisi jo alkuliikkeistä alkaen. Etenkin kädet ja hartiat aivan voimattomat. Mutta väänsin harjoituksen läpi. Ihan mahtavaa.",
2011-04-25,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,"Eilen olo oli kun isolla mustelmalla. Tällä menolla alkaa silmänaluset tummentumaan entisestään. No, neljäs päivä sujui edellistä paremmin. Väänsin viimeisen harjoituksen huumassa aika kovaa, mutta mikään paikka ei pettänyt. Harjoituksen jälkeen olo kuin rastiviikon jälkeen. Piti nukkua päikkärit - hikoilua ja kramppeja. Hyvä olo!",
2011-04-29,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,6.00,,,,,barefoot - avojaloin,,Joogaa Tukholmassa <http://www.yogashalastockholm.se/>. Vetun edustuspaidassa voimistelin. Aika joustavat oli paikat.,
2011-05-01,5,Orienteering,,,01:00:00,,,,,01:00:00,,10.0,,4.0,,,,,,,3.00,,1,,,VJ Bold,,"10milan 5. osuus. Jalka kivuton ekan vartin. Sitten kivulias. Pari pientä pummia, kivun piikkiin. Jotain täytyy tehdä että saa koiven jukolaan kuntoon. ideoita, levon ohella?",
2011-05-02,6,Note,,,,,,,,,,,,,,,,,,,,,1,,,,,lentsu ja jalat ihan tulessa,
2011-05-06,10,Note,,,,,,,,,,,,,,,,,,,,,,,,,,lentsu hellittää,
2011-05-07,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,12.00,,,,,barefoot - avojaloin,,"flunssaisen viikon ja 12 tunnin yöunien jälkeen todella väsynyt, jäykkä ja tuskainen harjoitus..",
2011-05-08,8,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,7.00,,,,,barefoot - avojaloin,,"Aikamoiset lihaskivut eilisestä joogasta, mutta vedin pyörällä lämmöt päälle ja jo surianamaskara A:ssa alkoi hiki virrata. Hyvä harjoitus, sain uuden asanan - Janu Shirshasana B:n. <http://www.ashtangayoga.info/practice/asana-vinyasa-series/primary-series-yoga-chikitsa/item/janu-shirshasana-b/> ",
2011-05-10,8,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,"Nukuin pommiin 7joogasta ja ajelin annankadulle. Erinomainen harjoitus, vedin kuudella hengityksellä monta asentoa.",
2011-05-11,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,7.50,,,,,barefoot - avojaloin,,väsynyt oli joogi. Täytyy ehkä huilata loppuviikko kun vkonloppuna olis taas intensiiviä Turussa tarjolla.,
2011-05-28,,Running,,,00:00:20,,,,00:00:20,,,3.0,,3.0,,,,,,,,,,,,Brooks lenkkarit,,"Kahden viikon totaalisen urheilutauon (ok,työmatkat pyörällä, mutta ei voimistelua, eikä pidempiä lenkkejä) jälkeen. Joka paikkaa hiersi ja vartin jälkeen jalka kipeytyi ja kunnolla. On se yks paska. Hierontaa avuksi.",
2011-05-29,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Sunnuntaijooga kahden viikon tauon jälkeen. Yllättävän notkea olo, mutta tästä tulee niiiin kipeäksi. Ohjaajat vetivät jalkoja erilleen. Kuulemma ne on jotenkin jäykät.",
2011-05-31,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,"Aivan tulessa joka paikka sunnuntain joogasta. Työmatkat pystyy ajamaan, mutta muu liikunta poissa laskuista.",
2011-06-01,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,6.00,,,,,barefoot - avojaloin,,"Iltapäivän jooga. Olkapää kovasti arkana sunnuntain joogasta. Se vanha uimahyppyvamma. Jos et tiedä, niin tullut sankarillisessa sukelluksessa maantiesillalta.",
2011-06-01,,Hieronta - massage,warm up/down,,00:00:45,,00:00:45,,,,,,,1.0,,,,,,,,,,,,,,"Vähän sellaista klassista hipelöintiä., vaikka urheiluhieronnasta oli puhe. Kipiää otti silti.",
2011-06-02,,cycling,,,01:45:00,,,,01:45:00,,,48.0,,3.0,,,,,,,8.00,,,,,Hamlet 44*17,,Helatorstain aamulenkki ennen Keskipohjanmaa-viestin alkua. Kaupunkimaisessa ympäristössä (ESpoossa) ,
2011-06-03,,cycling,,,00:55:00,,,,00:55:00,,,25.0,,3.0,,,,,,,7.00,,,,,Hamlet 44*17,,Töitten jälkeen Juhon kanssa kantakaupunnin kiertoa. Täyshiilari-Fuji oli helisemässä. Vähän revittelyä välillä. Paljonkin.,
2011-06-04,,cycling,,,02:20:00,,,,02:20:00,,,78.0,,3.0,,,,,,,6.00,,,,,Hamlet 44*17,,"Eka päivä lapsiperheen irtaimiston kantamista yhdestä paikasta autoon ja toisessa paikassa toiseen kerrokseen. Sitten kotipitsan Zorbas ja hamletin selkään. Tavoitteena vetää jarruttomalla Helsinkiin asti, mutta Hämeenlinnassa kahvitauolla joku näpelöi venttiiliä ja takarenkaaseen ei saanut enää ilmaan. Sitten oottelin bussia ja taluttaen Töölöstä kotiin. No, hyvä harjoitus silti.",
2011-06-05,17,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,11.00,,,,,barefoot - avojaloin,,Iltapäivän jooga. Eilisillan pyörälenkki painoi sopivasti. Vietiin uutta liikettä vähän pidemmälle. Tuntuu nivusessa että meni liikaa. Mahtavan rankka harjoitus.,
2011-06-14,,Yoga,,,01:05:00,,,,01:05:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Perusjumppa aamulla,
2011-06-15,18,cycling,,,01:11:00,,,,01:11:00,,,38.6,,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Pönterin lenkki kovempaa. Hyvin kulki. 1.11, uus enkka läskikumisella fiksi.",
2011-06-16,,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Aamuvoimistelu. Kankia ko mikä.,
2011-06-17,,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Perushyvä kotiharjoitus. Eilisestä futiksesta vähän arkuutta.,
2011-07-11,20,Kayaking,,,01:10:00,,,,01:10:00,,,11.0,,3.0,,,,,,,,,,,,North Sea kayak (red),,Lauttasaaren ympäri. Kauden avaus ja uus laji AP:ssa. Aika hyvin kulki.,
2011-07-13,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,6.00,,,,,barefoot - avojaloin,,"Back in Attackpoint. Aamujooga uudella koulun uudella salilla, uusissa niukoissa joogahousuissa. Hyvin meni. Kondis on kova.",
2011-07-16,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Aamujooga. Oikea polvi arkana. Muutenkin vähän kankeaa.,
2011-07-17,10,Kayaking,,,02:00:00,,,,02:00:00,,,16.0,,3.0,,,,,,,,,,,,North Sea kayak (red),,Lauttasaaresta siirsin kajakin Laajasalon Tullisaareen. Vähän sokkeloisemmille ja mielenkiintoisemmille vesille. Amerikkalaisen risteilylaivan kanssa tuli Länsisatamassa vähän nokkapokkaa.,
2011-07-17,15,berry picking,warm up/down,,03:00:00,,03:00:00,,,,,,,1.0,,,,,,,,,,,,,,reilu kolme litraa mustikoita. Juhan kanssa sovittiin että voi laittaa ylös kun parantaa näköä ja on muutenkin reipasta toimintaa,
2011-07-18,19,Kayaking,,,02:15:00,,,,02:15:00,,,15.0,,3.0,,,,,,,,,1,,,North Sea kayak (red),,Laajasalon ympäri. Tuuli idästä varmaan 15 metriä ja jollaksen niemen nokassa oli aaltoa kun japanin tsunamissa. Ketterästi vaan vetelin yli vaahtopäiden enkä ollut moksiskaan. Vauhti vähän hidastui plägään verrattuna. Aika kova treeni näillä pohjilla. Oikea polvi kipeytyy,
2011-07-19,10,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Aamujoogaa. Oikea polvi otti itteensä melonnasta (kai) lisää. Piti varovasti väännellä. Tuntuu että nestettä sisällä. Ei niin kipeä mutta arka sivuttaistaitoksille.,
2011-07-26,,cycling,,,03:48:00,,,,03:48:00,,,72.83,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Bergenistä Vossiin. ,
2011-07-27,,cycling,,,02:49:54,,,,02:49:54,,,45.2,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Vossista ylämäkeen Upseteen. Sellanen 800 metriä korkeuseroa. Pari kovaa pätkää. ,
2011-07-27,,hiking,,,01:30:00,,,,01:30:00,,,6.0,,3.0,,,,,,,,,,,,,,Upsetessä kiipeilyä vuorilla.,
2011-07-28,,cycling,,,03:25:42,,,,03:25:42,,,46.54,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Upsetestä Myrdalin kautta Finseen ja vähän ohitte. Aika iisi päivä.,
2011-07-29,,cycling,,,05:29:11,,,,05:29:11,,,123.51,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Finsestä Haugastlin ja Geilon kautta Nesbyenin campingiin. Vähän pidempi vääntö ja useampi parin sadan metrin penkka.,
2011-07-30,,cycling,,,07:22:03,,,,07:22:03,,,158.51,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Jevnakeriin. Alussa kova 800 metrin soratienousu ja välillä sitten vähän pienempää rinnettä. Kova päivä,
2011-07-31,,cycling,,,06:14:33,,,,06:14:33,,,128.0,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Gardermoenin kentän kautta Osloon. Veljekset ja iskä lähti maitokoneella kotia ja ajelin Osloon vähän palautumaan.,
2011-08-04,,cycling,,,06:31:27,,,,06:31:27,,,142.55,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Oslosta Ålflodammenin partaalle. Iltauinnilla potkasin oikean jalkaterän johonkin terävään. pikku vekki.,
2011-08-05,,cycling,,,06:05:33,,,,06:05:33,,,137.16,,3.0,,,,,,,,,,,,Rossano touring 50kg,,"Backalundiin Ruotsin Värmlantiin. Loppumatka pimeässä hirveässä monsuunissa. Aika tiukka päivä taas,",
2011-08-06,,hiking,,,01:00:00,,,,01:00:00,,,8.0,,3.0,,,,,,,,,,,,,,Vähän kiertelyä messäsä ja marjojen poimintaa ja uimista,
2011-08-07,,cycling,,,05:58:32,,,,05:58:32,,,148.14,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Kristinehamniin. Vesisadetta miltei koko matkan ja hivuttavan mäkistä. Synttärilahjaksi ostin sisämajoituksen.,
2011-08-08,,cycling,,,07:37:04,,,,07:37:04,,,191.25,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Vähän pidempi päivä Stenhammariin Katrineholmin ja Flenin puoliväliin. ,
2011-08-09,,cycling,,,05:31:39,,,,05:31:39,,,133.12,,3.0,,,,,,,,,,,,Rossano touring 50kg,,Ja lopulta Tukholmaan. Lompakko unohtui Katrineholmiin joten loppumatka tultiin pelkän voin voimalla. Ja hyvin tultiin. Aika väsynyttä poikaa.,
2011-08-13,16,cycling,,,01:11:00,,,,01:11:00,,,39.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Pönterin lenkki iskän kans. Vauhti sellanen että iskä pysyi peesissä, keskinopeus tasan 33km/h. Pari minsaa nopeampi kuin Jukolan alla, mutta silloin täysiä ja nyt siinä aeroobisen kynnyksen hujakoilla., tosi iisisti",
2011-08-13,18,Orienteering,,,00:11:00,,,,00:11:00,,,2.0,,3.0,,,,,,,,,,,,VJ Bold,,Pyörälenkin päätteeksi kahden kilsan metsäjuoksu ja kauppareissu. Kompurointia ja henkiä täynnä. saa nähä pystyykö am-viesteisä juokseha ollenkaan.,
2011-08-14,16,Orienteering,,,00:39:00,,,,,,00:39:00,7.0,,5.0,,,,,,,,,,,,VJ Bold,,"AM-viestit Nivalassa. 2. osuus 6km ja 39 minuuttia. Juoksu kamalaa kompurointia. Nopeasti tosin hidastin vauhtia niin että pysyin pystyssä. Yks typerä virhe, muuten ihan hallittua. Huomaa että vaan yksi juoksu edellisilta plakkarissa sitten jukolan.
Jalka ei tullut kipeäksi!!!!",
2011-08-16,16,Orienteering,,,00:36:00,,,,00:36:00,,,6.0,,3.0,,,,,,,,,,,,VJ Bold,,"Iltarasteilla Tastulassa. Ekaa kertaa tällä vuosituhannella. Vedin rauhallisesti että pysyy suunnistus kasassa. Jalat kovin kipiät sunnuntaista, mutta siellä kanervikossa ja suolla pysty juosta. Kävelin pahimmat puskat etten telo issiäni. Suunnistus hyvin hallussa, virheet alle 5s. Keskityin mikroreitinvalintaan eli siis juoksu-uran löytämiseen. Aikamoista puuhaa kp-suunnistus.

Jalka ei tullut taaskaan kipeäksi!!!!",
2011-08-19,,Orienteering,,,00:50:00,,,,00:50:00,,,5.0,,3.0,,,,,,,,,,,,VJ Bold,,"Suunnistusharjoitus Vatpakan kartalla. Kuorolaulut pyöri päässä ja metsäkanalintuja oli häiriöksi asti. Hyviä välejä ja huonoja välejä. Hyvää kartotusta ja vähän huonompaa. SM-viestistä on tulossa aika vaikia.

Jalat happoset, mutta rinteillä juokseminen silti aika siistiä",
2011-08-20,,cycling,,,01:00:00,,,,01:00:00,,,30.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,Kainhun ja Räyringin tanssilavan välistä ajelua. Vähän turhan kovaa vääntämistä. Jalkoja hapottaa.,
2011-08-21,12,Orienteering,race,,00:38:00,,,,,,00:38:00,5.5,,5.0,,,,,,,5.00,,,,,VJ Bold,,Maakuntaviesti. Heikko esitys. Juoksu oli mitä oli ja pitkällä välillä hullua harhailua. Oli siellä hyviäkin pätkiä suunnistuksellisesti. Jalat kipeät ja tukkoiset. Totuttelu juoksuharjoitteluun kuukausien tauon jälkeen ei ehkä kannata aloittaa tekemällä viikkoon neljä täysvauhtista suunnistusharjoitusta. Automatkalla Helsinkiin oli semmonen pakotus kintuissa ettäs tiiätte.,
2011-08-21,11,Running,warm up/down,,00:20:00,,,,00:20:00,,,,,3.0,,,,,,,,,,,,VJ Bold,,"Hyvät verryttelyt. Loppuverkat jäi lyhyeen kun kävi kipeää, tosin vain lihaksiin.",
2011-08-22,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,"Töissä, veto pois. Illaksi suunniteltu jooga jäi väliin.",
2011-08-26,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,"Lentsu edelleen päällä. Jää vkonlopun kisat väliin. No, sunnuntaina vois käydä kävelemässä jos nopiasti paranee.",
2011-08-30,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,toipilaana vielä. ehdotin mikolle turku-rasteja huomiseksi,
2011-08-31,,Orienteering,,,00:44:08,,,,,00:44:08,,5.6,,4.0,,,,,,,,,,,,VJ Bold,,"come back Turku-rasteille. Hieno maasto ja Turussa on aina mukava vetää. Viis minuuttia ṕummia kahdessa paikkaa. Mutta olipa kankea äijä. Happi kulki yllättävän hyvin, mutta ei tuolla ropalla tulla huippuvauhtia. Jalka ärtyi loppuverkassa pahaksi.",
2011-09-01,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Kovaa opiskelua ja pokkurointia. eilinen suunnistus tuntui jäsenissä kun aamulla yritin aurinkotervehdystä. Ei pystynyt tekemään. Jalka aavistuksen arka.,
2011-09-02,,Orienteering,warm up/down,,00:10:00,,,,00:10:00,,,,,3.0,,,,,,,,,,,,VJ Bold,,Elmerin ja Mikon kanssa hämäräsuunnistus Räntämäen kumpareilla. Aika paljon mörköjä ja muutama aave. Hyvät puitteet ammattimaiseen suunnistusharjoitteluun.,
2011-09-03,,Orienteering,,,00:58:13,,,,00:58:13,,,9.0,,3.0,,,,,,,,,1,,,VJ Bold -11,,"SM-pitkän karsinta. Ekana mettään ja ekana metästä pois - omassa karsintasarjassa. Sairasteluihin ja rutiininpuutteeseen nähden hyvä juoksu. Kulku oli heikkoa ja suunnistin sitten erityisellä huolella. Odotin jopa kovempaa eroa kärkeen.

Jalka kipeytyi, mutta täysin odotettavaa. Nyt vaan hierontaa kehiin ja lauantaina vähän vauhtia lisää.",
2011-09-04,,cycling,,,00:17:00,,,,,00:17:00,,10.0,,4.0,,,,,,,,,,,,Hamlet 44*17,,"Tiukka spurtti bussille Hervannasta. Jäi 6 sekkaa ootteluun pysäkillä. Jalassa vähän tuntu, reidet oli jumissa muuten vaan.

Bussissa tuntui jalat niin tukkoisilta ettei tiennyt miten olisi. Tuntuu ettei veri kierrä kunnolla kun kävellessä. Hierontaa viikolla ja kovasti.",
2011-09-06,20,Yoga,,,01:10:00,,,,01:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Iltajooga. Pitkästä aikaa ja olipa hyvä harjoitus. Horjuvaa, jäykkää ja kivuliasta, mutta niin tarpeeseen. Jos keskaria ennen sais pari harjoitusta tehtyä niin saattais juoksukin kulkea paremmin. tai sitten ei.",
2011-09-07,,cycling,,,00:45:00,,,00:45:00,,,,20.0,,2.0,,,,,,,,,,,,Bike: Rossano_9speed,,Iltalenkki sateessa. Tuntuu ihan urheilijalta kun tulee lähdettyä lenkille paskassa säässä. Ajoin hapottamatta lyhyen lenkin. Huomenna samanlainen ja vähän pidempi.,
2011-09-07,,Hieronta - massage,,,01:00:00,,,,01:00:00,,,,,3.0,,,,,,,,,,,,,,jalkahierontaa urheiluhierojaopistolla. Joogan poltteet plus kesäjumi teki kipeää. Tilasin pari uutta aikaa.,
2011-09-08,,cycling,,,01:39:26,,,01:39:26,,,,39.74,,2.0,,,,,,,,,,,,Bike: Rossano_9speed,,iltalenkki hiilarimiehen kanssa iisisti ja hapoitta. Huomenna voimistelua ja iltalenkki kartan kanssa.,
2011-09-09,,Yoga,,,00:10:00,,,,00:10:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Duunijooga instituutilla. Yllättävän hyvin lähti hiki. Seisomasarjaa vaan. Jalat kipeät tiistaista vielä. Huomiseksi toipuvat.,
2011-09-10,10,cycling,,,00:48:00,,,,00:48:00,,,21.0,,3.0,,,,,,,,,,,,Bike: Rossano_9speed,,Aamuajelu kisapaikalle. Vähän oli vastatuulta ja pikkukiire. Tuli ehkä vähän liikaa runtattua. Hieno keli,
2011-09-10,13,cycling,,,00:50:00,,,,00:50:00,,,21.0,,3.0,,,,,,,,,,,,Bike: Rossano_9speed,,Paluumatka kisoista. Jalkaa kävi jo aika kipeästi. Yritin pitää reipasta vauhtia ja onnistuin.,
2011-09-10,11,Running,,,00:12:00,,,,00:12:00,,,,,3.0,,,,,,,,,,,,VJ Bold -11,,verkat lähtöpaikalle ja pellolla vetoja. Takareiden joogasta jumissa ja kompuroin joka juureen.,
2011-09-10,12,Orienteering,,,00:48:47,,,,,,00:48:47,,,5.0,,,,,,,,,,,,VJ Bold -11,,"Esi-Jukola. Hyvin kaikki paitsi 3. vika. Käsittämätön pummi ympyrässä. Meni kuus minuuttia. Ei oo mahollista pummata sellasta paikkaa, etenkään sillä pieteetillä kun suunnistustehtävää siinä vaiheessa tein. No, pummi tuli ja kärki oli kaukana. En ois kyllä puhtaallakaan voittanut. Ikonen juoksi jotain 35 minuuttia... Jalka vaan tuli jo puolimatkassa kipeeksi ja loppua kohti ylty. Taitaa jäädä keskari väliin että pystyy viestissä juosta TÄYSIÄ",
2011-09-11,11,cycling,,,01:03:37,,,,,01:03:37,,30.42,,4.0,,,,,,,,,,,,Bike: Rossano_9speed,,"Vähän oltiin yön selässä lauantaina, mutta aamulenkki Keravalle kulki hyvin. Joku jamis-mies lähti imuun Kuusijärven kohdalla, mutta vedin viis kilsaa 38 vastatuuleen ja antoi periksi. Lopussa jouduin itsekin vähän antaa periksi. Jalka oli arka ja tulin takaisin junalla....",
